Time	RAW:MW2	RAW:PROMIDA	RAW:PROMIDB	RAW:IAC	RAW:CT	RAW:MPH	RAW:MAP	RAW:RPM	RAW:TPS	RAW:INT	RAW:O2	RAW:MALFFLG1	RAW:MALFFLG2	RAW:MALFFLG3	RAW:MWAF1	RAW:MCU1IO	RAW:MCU2IO	RAW:VOLT	RAW:BLM	RAW:O2_CNT	RAW:ADVANCE	RAW:EGRDC	RAW:MAT	RAW:BPWMSB	RAW:BPWLSB	SENSOR:PROMID	SENSOR:IAC	SENSOR:Coolant Temp	SENSOR:SPEED	SENSOR:MAP	SENSOR:RPM	SENSOR:TPS	SENSOR:INT	SENSOR:O2	SENSOR:Battery Voltage	SENSOR:BLM	SENSOR:rich / lean counter	SENSOR:ADVANCE	SENSOR:EGRDC	SENSOR:MAT	SENSOR:BPW	MW2:Vss Pulse Occured	MW2:ESC 43B Ready for second Pwr Enrich	MW2:DRP Occured	MW2:Factory Test Mode (3.9k Ohms	MW2:Diagnostic Mode (0 Ohms)	MW2:ALDL Mode (10k Ohms)	MW2:High BAT voltage	MW2:Old basttery Flag	MWAF1:Low RPM hysteresis Flag	MWAF1:BLM Enable Flag	MWAF1:Low Battery (IAC Inhibited)	MWAF1:Quasi-Asynch transition Flag	MWAF1:Asynchronous Pulse Flag	MWAF1:1st time C/L or slow rich/lean	MWAF1:Rich Flag	MWAF1:Closed Loop Flag	MCU1IO:IAC coil A	MCU1IO:IAC coil B	MCU1IO:IAC motor on	MCU1IO:Not Used	MCU1IO:Vaccum present	MCU1IO:A/C enabled	MCU1IO:Wastegate bypass	MCU1IO:Park/Neutral	MCU2IO:A/C clutch	MCU2IO:Coolant pullup selected	MCU2IO:TCC Locked	MCU2IO:COP2	MCU2IO:Not Used	MCU2IO:Power Steering active	MCU2IO:Not Used	MCU2IO:Not Used	MALFFLG1:24  VSS (Vehicle Speed Sensor)	MALFFLG1:23  IAT / MAT low (Air Temperature)	MALFFLG1:22  TPS low (Throttle Position Sensor)	MALFFLG1:21  TPS high (Throttle Position Sensor)	MALFFLG1:15  CT low (Coolant Temperature)	MALFFLG1:14  CT high (Coolant Temperature)	MALFFLG1:13  Oxygen sensor	MALFFLG1:12  Engine not running	MALFFLG2:42  EST (Electronic Spark Timing)	MALFFLG2:41  Not Used	MALFFLG2:35  IAC	MALFFLG2:34  MAP low (Manifold Air Pressure)	MALFFLG2:33  MAP high (Manifold Air Pressure)	MALFFLG2:32  EGR (Exhaust Gas Recirculation)	MALFFLG2:31  Wastegate high MAP (overboost)	MALFFLG2:25  MAT high (Air Temperature)	MALFFLG3:55  ADU error	MALFFLG3:54  Not Used	MALFFLG3:53  High BAT voltage	MALFFLG3:52  CAL Pack missing	MALFFLG3:51  PROM error	MALFFLG3:45  O2 rich (Oxygen sensor)	MALFFLG3:44  O2 lean (Oxygen sensor)	MALFFLG3:43  Knock ESC
572.7	36	13	44	45	171	42	170	79	57	124	172	0	0	0	195	53	30	140	145	106	89	138	157	1	60	3372	45	190.9	42	73.1	1975	14.2	124	0.760	14.0	145	106	31.29	53.9	97.1	316	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
574.2	37	13	44	45	172	44	167	82	57	121	136	0	0	0	163	53	30	140	144	111	94	136	154	1	69	3372	45	192.2	44	72.0	2050	14.2	121	0.601	14.0	144	111	33.05	53.1	99.6	325	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
575.6	32	13	44	45	172	46	163	85	57	124	26	0	0	0	227	53	30	141	144	115	52	0	154	0	99	3372	45	192.2	46	70.5	2125	14.2	124	0.115	14.1	144	115	18.28	0.0	99.6	99	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
577.1	165	13	44	45	172	45	44	81	26	109	213	0	0	0	193	37	26	140	136	115	52	0	154	0	80	3372	45	192.2	45	26.6	2025	-0.7	109	0.941	14.0	136	115	18.28	0.0	99.6	80	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
578.6	164	13	44	45	173	44	44	77	26	90	180	0	0	0	193	37	26	141	136	116	52	0	153	0	82	3372	45	193.6	44	26.6	1925	-0.7	90	0.796	14.1	136	116	18.28	0.0	100.4	82	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
580.1	160	13	44	45	173	42	48	73	26	97	15	0	0	0	129	37	26	141	136	116	52	0	153	0	85	3372	45	193.6	42	28.1	1825	-0.7	97	0.066	14.1	136	116	18.28	0.0	100.4	85	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
581.5	164	13	44	45	173	41	51	71	26	105	27	0	0	0	129	37	26	141	136	120	52	0	156	0	90	3372	45	193.6	41	29.2	1775	-0.7	105	0.119	14.1	136	120	18.28	0.0	98.0	90	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
583.0	164	13	44	45	173	39	54	67	26	109	16	0	0	0	129	37	26	141	136	122	52	0	152	0	97	3372	45	193.6	39	30.3	1675	-0.7	109	0.071	14.1	136	122	18.28	0.0	101.3	97	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
584.5	160	13	44	45	173	38	57	66	26	123	79	0	0	0	225	37	26	141	136	124	52	0	152	0	103	3372	45	193.6	38	31.4	1650	-0.7	123	0.349	14.1	136	124	18.28	0.0	101.3	103	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
586.0	160	13	44	45	173	37	60	64	26	123	159	0	0	0	193	37	26	141	136	126	52	0	154	0	104	3372	45	193.6	37	32.5	1600	-0.7	123	0.703	14.1	136	126	18.28	0.0	99.6	104	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
587.4	165	13	44	45	173	36	62	63	26	125	85	0	0	0	225	37	26	141	136	127	52	0	150	0	104	3372	45	193.6	36	33.2	1575	-0.7	125	0.376	14.1	136	127	18.28	0.0	103.0	104	1	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
588.9	160	13	44	45	174	35	64	61	26	120	22	0	0	0	129	37	26	141	136	128	52	0	149	0	109	3372	45	194.9	35	34.0	1525	-0.7	120	0.097	14.1	136	128	18.28	0.0	103.9	109	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
590.3	160	13	44	45	174	34	66	60	26	124	165	0	0	0	193	37	26	141	136	130	52	0	149	0	111	3372	45	194.9	34	34.7	1500	-0.7	124	0.729	14.1	136	130	18.28	0.0	103.9	111	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
591.8	164	13	44	45	175	33	68	58	26	128	19	0	0	0	129	37	26	138	136	131	52	0	147	0	116	3372	45	196.3	33	35.4	1450	-0.7	128	0.084	13.8	136	131	18.28	0.0	105.6	116	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
593.3	164	13	44	45	175	32	69	57	26	125	177	0	0	0	193	37	26	139	136	131	52	0	146	0	119	3372	45	196.3	32	35.8	1425	-0.7	125	0.782	13.9	136	131	18.28	0.0	106.5	119	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
594.8	164	13	44	45	175	31	73	55	26	125	23	0	0	0	129	37	26	139	136	132	52	0	149	0	132	3372	45	196.3	31	37.3	1375	-0.7	125	0.102	13.9	136	132	18.28	0.0	103.9	132	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
596.3	160	13	44	45	175	29	74	53	26	131	168	0	0	0	193	37	26	139	136	134	52	0	152	0	136	3372	45	196.3	29	37.7	1325	-0.7	131	0.743	13.9	136	134	18.28	0.0	101.3	136	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
597.7	164	13	44	45	175	27	81	50	26	134	17	0	0	0	129	37	26	141	136	134	52	0	152	0	138	3372	45	196.3	27	40.2	1250	-0.7	134	0.075	14.1	136	134	18.28	0.0	101.3	138	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
599.2	161	13	44	45	175	26	80	50	26	134	81	0	0	0	129	37	26	141	136	136	52	0	148	0	140	3372	45	196.3	26	39.9	1250	-0.7	134	0.358	14.1	136	136	18.28	0.0	104.7	140	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
600.7	160	13	44	45	175	26	81	49	26	133	98	0	0	0	129	37	26	140	136	138	52	0	146	0	145	3372	45	196.3	26	40.2	1225	-0.7	133	0.433	14.0	136	138	18.28	0.0	106.5	145	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602.1	165	13	44	45	175	26	82	49	26	134	154	0	0	0	193	37	26	141	136	140	52	0	146	0	145	3372	45	196.3	26	40.6	1225	-0.7	134	0.681	14.1	136	140	18.28	0.0	106.5	145	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603.6	164	13	44	45	175	26	82	48	26	131	157	0	0	0	160	37	26	140	136	142	52	0	145	0	144	3372	45	196.3	26	40.6	1200	-0.7	131	0.694	14.0	136	142	18.28	0.0	107.3	144	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605.1	164	13	44	45	175	25	84	48	26	134	126	0	0	0	160	37	26	141	136	144	52	0	147	0	158	3372	45	196.3	25	41.4	1200	-0.7	134	0.557	14.1	136	144	18.28	0.0	105.6	158	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606.5	160	13	44	45	174	25	109	56	38	147	28	0	0	0	131	37	26	140	144	145	81	103	144	0	227	3372	45	194.9	25	50.6	1400	5.0	147	0.124	14.0	144	145	28.48	40.2	108.2	227	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608.0	36	13	44	45	174	26	122	65	42	141	22	0	0	0	227	37	26	140	144	147	93	108	149	0	245	3372	45	194.9	26	55.4	1625	7.0	141	0.097	14.0	144	147	32.70	42.2	103.9	245	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609.5	32	13	44	45	174	27	124	68	44	145	30	0	0	0	227	37	26	141	145	151	96	114	148	0	248	3372	45	194.9	27	56.1	1700	7.9	145	0.133	14.1	145	151	33.75	44.5	104.7	248	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
611.0	36	13	44	45	173	28	124	70	45	141	130	0	0	0	163	53	26	141	145	155	97	116	151	0	249	3372	45	193.6	28	56.1	1750	8.4	141	0.575	14.1	145	155	34.10	45.3	102.1	249	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
612.4	36	13	44	45	173	30	123	71	45	140	137	0	0	0	195	37	26	141	136	157	52	0	151	0	122	3372	45	193.6	30	55.7	1775	8.4	140	0.606	14.1	136	157	18.28	0.0	102.1	122	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613.9	160	13	44	45	173	30	72	55	26	126	194	0	0	0	193	37	26	141	136	157	52	0	151	0	120	3372	45	193.6	30	36.9	1375	-0.7	126	0.857	14.1	136	157	18.28	0.0	102.1	120	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615.4	160	13	44	45	173	30	72	54	26	126	28	0	0	0	129	37	26	140	136	158	52	0	150	0	122	3372	45	193.6	30	36.9	1350	-0.7	126	0.124	14.0	136	158	18.28	0.0	103.0	122	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616.8	160	13	44	45	173	29	73	54	26	128	159	0	0	0	193	37	26	141	136	163	52	0	146	0	125	3372	45	193.6	29	37.3	1350	-0.7	128	0.703	14.1	136	163	18.28	0.0	106.5	125	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618.3	164	13	44	45	173	29	75	54	26	127	143	0	0	0	193	37	26	141	136	169	52	0	150	0	124	3372	45	193.6	29	38.0	1350	-0.7	127	0.632	14.1	136	169	18.28	0.0	103.0	124	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619.8	160	13	44	45	173	29	75	53	26	129	71	0	0	0	225	37	26	141	136	172	52	0	150	0	145	3372	45	193.6	29	38.0	1325	-0.7	129	0.314	14.1	136	172	18.28	0.0	103.0	145	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
621.3	32	13	44	45	173	29	123	66	43	135	151	0	0	0	163	37	26	141	145	174	81	112	146	0	235	3372	45	193.6	29	55.7	1650	7.5	135	0.667	14.1	145	174	28.48	43.8	106.5	235	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
622.7	36	13	44	45	173	30	119	70	43	139	82	0	0	0	163	37	26	140	145	177	98	111	150	0	232	3372	45	193.6	30	54.3	1750	7.5	139	0.362	14.0	145	177	34.45	43.4	103.0	232	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
624.2	36	13	44	45	173	31	117	71	44	142	179	0	0	0	163	37	26	140	146	180	99	113	150	0	223	3372	45	193.6	31	53.5	1775	7.9	142	0.791	14.0	146	180	34.80	44.1	103.0	223	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
625.7	32	13	44	45	173	32	116	71	44	142	176	0	0	0	195	53	26	141	146	184	100	113	148	0	235	3372	45	193.6	32	53.2	1775	7.9	142	0.778	14.1	146	184	35.16	44.1	104.7	235	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
627.2	37	13	44	45	173	33	136	62	44	141	17	0	0	0	131	37	30	141	147	187	91	114	148	0	250	3372	45	193.6	33	60.5	1550	7.9	141	0.075	14.1	147	187	31.99	44.5	104.7	250	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
628.6	32	13	44	45	173	34	134	63	43	142	187	0	0	0	195	37	30	140	147	189	103	0	148	0	121	3372	45	193.6	34	59.8	1575	7.5	142	0.827	14.0	147	189	36.21	0.0	104.7	121	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
630.1	164	13	44	45	173	34	68	63	28	122	195	0	0	0	193	37	26	142	136	189	52	0	147	0	112	3372	45	193.6	34	35.4	1575	0.2	122	0.862	14.2	136	189	18.28	0.0	105.6	112	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
631.6	164	13	44	45	173	34	71	61	28	116	19	0	0	0	129	37	26	141	136	190	52	0	147	0	122	3372	45	193.6	34	36.6	1525	0.2	116	0.084	14.1	136	190	18.28	0.0	105.6	122	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
633.0	160	13	44	45	173	33	71	60	28	122	173	0	0	0	193	37	26	140	136	192	52	0	149	0	121	3372	45	193.6	33	36.6	1500	0.2	122	0.765	14.0	136	192	18.28	0.0	103.9	121	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
634.5	160	13	44	45	174	33	72	60	28	128	125	0	0	0	225	37	26	140	136	193	52	0	146	0	131	3372	45	194.9	33	36.9	1500	0.2	128	0.553	14.0	136	193	18.28	0.0	106.5	131	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
636.0	160	13	44	45	174	32	83	64	32	133	119	0	0	0	227	37	26	140	147	195	100	0	146	0	156	3372	45	194.9	32	41.0	1600	2.1	133	0.526	14.0	147	195	35.16	0.0	106.5	156	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
637.5	32	13	44	45	174	32	88	65	34	113	156	0	0	0	163	37	26	140	147	196	98	0	146	0	151	3372	45	194.9	32	42.8	1625	3.1	113	0.690	14.0	147	196	34.45	0.0	106.5	151	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
638.9	36	13	44	45	175	32	89	65	34	116	179	0	0	0	195	37	26	140	146	200	106	95	149	0	161	3372	45	196.3	32	43.2	1625	3.1	116	0.791	14.0	146	200	37.27	37.1	103.9	161	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
640.4	32	13	44	45	175	32	100	67	38	129	24	0	0	0	131	37	30	140	146	203	100	97	146	0	203	3372	45	196.3	32	47.3	1675	5.0	129	0.106	14.0	146	203	35.16	37.9	106.5	203	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
641.9	32	13	44	45	175	33	119	60	39	138	187	0	0	0	195	37	30	141	146	206	92	99	146	0	212	3372	45	196.3	33	54.3	1500	5.5	138	0.827	14.1	146	206	32.34	38.7	106.5	212	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
643.3	36	13	44	45	175	33	117	62	40	130	39	0	0	0	227	37	30	141	147	209	93	99	149	0	219	3372	45	196.3	33	53.5	1550	6.0	130	0.172	14.1	147	209	32.70	38.7	103.9	219	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
644.8	32	13	44	45	175	34	116	63	40	127	103	0	0	0	163	37	30	141	147	213	93	95	149	0	216	3372	45	196.3	34	53.2	1575	6.0	127	0.455	14.1	147	213	32.70	37.1	103.9	216	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
646.3	32	13	44	45	175	35	113	64	40	127	34	0	0	0	163	37	30	140	147	217	94	95	145	0	197	3372	45	196.3	35	52.1	1600	6.0	127	0.150	14.0	147	217	33.05	37.1	107.3	197	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
647.8	36	13	44	45	175	35	110	65	40	130	168	0	0	0	163	37	30	141	147	221	95	97	146	0	193	3372	45	196.3	35	50.9	1625	6.0	130	0.743	14.1	147	221	33.40	37.9	106.5	193	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
649.2	36	13	44	45	175	36	109	66	40	131	184	0	0	0	195	37	30	140	147	224	97	97	146	0	193	3372	45	196.3	36	50.6	1650	6.0	131	0.813	14.0	147	224	34.10	37.9	106.5	193	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
650.7	37	13	44	45	175	36	106	67	40	126	173	0	0	0	227	37	30	141	147	228	98	97	146	0	190	3372	45	196.3	36	49.5	1675	6.0	126	0.765	14.1	147	228	34.45	37.9	106.5	190	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
652.2	32	13	44	45	175	37	104	68	39	124	74	0	0	0	227	37	30	140	147	232	102	101	146	0	194	3372	45	196.3	37	48.7	1700	5.5	124	0.327	14.0	147	232	35.86	39.5	106.5	194	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
653.6	36	13	44	45	175	37	84	68	34	120	197	0	0	0	193	37	30	140	146	234	113	93	146	0	145	3372	45	196.3	37	41.4	1700	3.1	120	0.871	14.0	146	234	39.73	36.3	106.5	145	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
655.1	33	13	44	45	174	37	79	67	33	128	34	0	0	0	225	37	30	138	146	238	113	99	146	0	149	3372	45	194.9	37	39.5	1675	2.6	128	0.150	13.8	146	238	39.73	38.7	106.5	149	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
